,shop,1st,location
430,CU(원주명륜점),2,강원 원주시 명륜동 751 1층 CU편의점
431,CU(입석강변점),2,대구 동구 입석동 933-2번지
432,CU(정동진모래시계점),2,강원 강릉시 강동면 정동진리 3-2번지
433,CU(정릉센터점),2,서울 성북구 정릉동 1020 101~104호 CU정릉센터점 내
434,CU(타워팰리스점),2,서울 강남구 도곡동 467번지
435,CU(포항오거리점),2,경북 포항시 북구 죽도동 42-17번지
436,CU로또(강구터미널점),2,경북 영덕군 강구면 오포리 557-5 1층 CU편의점내
437,CU칠곡점,2,대구 북구 관음동 1386-5번지
438,D-마트담배,2,강원 속초시 조양동 1498-2번지
439,E편한마트,2,광주 북구 중흥동 224-87번지
440,GS25 창원그랜드점,2,경남 창원시 성산구 남양동 20 성원1차상가120호
441,GS25(경산사동점),2,경북 경산시 삼풍동 509-4
442,GS25(대전원내점),2,대전 유성구 원내동 343-11
443,GS25(덕산제일점),2,경남 창원시 진해구 덕산동 79-10번지
444,GS25(둔산을지점),2,대전 서구 둔산동 1349번지
445,GS25(명륜아남점),2,서울 종로구 명륜1가 46-18번지
446,GS25(방이삼형점),2,서울 송파구 방이동 149-13번지
447,GS25(분당매화점),2,경기 성남시 분당구 야탑동 275-4번지 성원프라자103호
448,GS25(사당남사점),2,서울 동작구 사당동 1005-54번지
449,GS25(삼성역점),2,서울 강남구 삼성동 168번지
450,GS25(서귀중문점),2,제주 서귀포시 중문동 1964-4
451,GS25(서면새싹점),2,부산 부산진구 부전동 264-17
452,GS25(서초금호점),2,서울 서초구 서초동 1689-1
453,GS25(성북장위점),2,서울 성북구 장위동 66-9번지청마빌딩1층
454,GS25(성애병원점),2,서울 영등포구 신길동 467-3
455,GS25(수원황골점),2,경기 수원시 영통구 영통동 945-7번지
456,GS25(십정센터점),2,인천 부평구 십정동 117 B동
457,GS25(안산팔곡점),2,경기 안산시 상록구 본오동 741-5 1층 101호
458,GS25(안양병목점),2,경기 안양시 만안구 안양동 782-7 신광빌딩
459,GS25(양평역점),2,서울 영등포구 양평동3가 23-4 월드프라자103호
460,GS25(영통번영점),2,경기 수원시 영통구 영통동 1038-1
461,GS25(이천현대점),2,경기 이천시 대월면 대흥리 1-6번지
462,GS25(창원극동점),2,경남 창원시 의창구 팔용동 104-1GS25편의점
463,GS25(창원코아점),2,경남 창원시 성산구 중앙동 84-1
464,GS25(청주수곡점),2,충북 청주시 서원구 수곡동 910
465,GS25(하안연서점),2,경기 광명시 하안동 30-1
466,Goodday복권전문점,2,경남 창원시 성산구 반지동 82-16번지
467,J마트,2,경남 진주시 상대동 245-35번지
468,Lotto복권,2,강원 춘천시 퇴계동 667번지7블럭3롯트
469,NBA(엔비에이),2,인천 중구 운서동 3042-5 1층 102호 CU편의점 매장내 그린나래
470,SoundWave,2,경기 광명시 광명3동 150-7번지
471,cu무거삼호점,2,울산 남구 무거동 1195-9CU무거삼호점 내
472,가두판매점,2,경기 안양시 만안구 안양동 689-180번지
473,가로가판대제57호(구),2,서울 중구 태평로2가 69-1번지
474,가로매점,2,서울 구로구 구로동 604-19번지
475,가로매점,2,서울 종로구 종로4가 126-2 우리은행앞 가판
476,가로판매점,2,서울 서대문구 창천동 18-42번지
477,가로판매점,2,서울 금천구 시흥동 889-13 가판
478,가로판매점117호,2,서울 중구 을지로6가 18-88번지
479,가말로또,2,전북 남원시 도통동 498-7번지CU
480,가판대,2,경기 안양시 만안구 안양동 456-2번지
481,가판점,2,서울 중구 충무로2가 65-7번지
482,각골할인마트,2,경기 안산시 상록구 본오동 829-9번지
483,갑부복권,2,서울 용산구 한남동 631-5번지
484,강남자곡로또,2,서울 강남구 자곡동 651 111-2호
485,개그스토리마트(평택본점),2,경기 평택시 포승읍 만호리 311-26 1층 개그스토리편의점
486,경남슈퍼행운복권방,2,서울 양천구 목동 606-13번지
487,경방필백화점라이츠21호,2,서울 은평구 갈현동 396-11
488,경북윤업사,2,대구 남구 대명동 810-4번지
489,경일통신,2,경남 창원시 마산회원구 회성동 169-1번지
490,골드복권방(웨이스탑면목점),2,서울 중랑구 면목본동 126-4 1층
491,공단로또점,2,경남 함안군 칠서면 대치리 325-1 슈퍼 옆 1층
492,공단휴게실,2,충북 청주시 흥덕구 복대동 100-15번지
493,공원복권방,2,울산 남구 옥동 143-11번지 위드미편의점
494,공항로또,2,서울 강서구 공항동 28-5번지 7호
495,광장복권판매점,2,경기 화성시 반송동 87-4
496,광포로또복권,2,경북 울진군 죽변면 후정리 671-1번지
497,구담쌀슈퍼,2,경북 안동시 용상동 1179-67번지
498,구례로또,2,전남 구례군 구례읍 봉동리 317-9번지
499,구청앞로또명당,2,서울 강북구 수유동 191-58번지
500,국세청앞센타,2,부산 동구 수정동 247-7번지 세무서옆가판
501,그랑프리안경,2,서울 강서구 화곡동 1007-2
502,그린로또,2,대전 중구 중촌동 98-20번지
503,그린로또,2,강원 양양군 양양읍 남문리 80
504,금도깨비복권전문점,2,경기 김포시 하성면 원산리 346-1번지
505,금산인삼엑스포,2,대전 대덕구 비래동 140-10번지
506,금성복권방,2,전남 나주시 대호동 236 GS편의점 내
507,금진슈퍼,2,전남 여수시 서교동 464번지
508,꽃돼지복권,2,대전 동구 대동 172-11
509,꿈의나라,2,부산 동래구 명륜동 533-49
510,꿈의실현,2,경기 성남시 분당구 야탑3동 321-9 B02호
511,나눔로또 스포츠토토(김포장기점),2,경기 김포시 장기동 1399 1층 110호
512,나눔로또 신동탄점,2,경기 화성시 능동 1098-8
513,나눔로또 판교역점,2,경기 성남시 분당구 삼평동 651 원타임편의점 (107호)
514,나라시스컴,2,서울 영등포구 영등포동5가 18-58번지 영신상가1호
515,나라통신,2,경기 오산시 원동 777-15
516,나이스로또복권,2,전남 여수시 종화동 580번지
517,나이키로또복권방,2,경기 광주시 초월읍 산이리 13-25
518,남경슈퍼,2,부산 연제구 연산제3동 1833-8번지
519,노다지,2,서울 성북구 하월곡동 80-23번지
520,노다지복권,2,부산 남구 문현제1동 60-2번지애플마트내
521,노다지복권방,2,대전 대덕구 법동 344-12번지 대영상가 1층
522,노다지복권방,2,서울 양천구 신월동 116-14번지
523,노다지복권방,2,서울 강동구 성내동 383-20번지 1층
524,노다지복권방,2,경기 파주시 문산읍 문산리 6-28
525,노다지복권방,2,대전 동구 가오동 236-22번지
526,노다지복권방,2,부산 북구 만덕제2동 282-5번지
527,노다지훼밀리,2,서울 강동구 천호동 393-7번지
528,농가마트,2,서울 양천구 신정동 1031-8번지 1층
529,농산물직판장,2,전북 군산시 나운2동 501번지
530,농심가슈퍼마트,2,서울 양천구 목2동 234-4 1층
531,농협가판,2,경기 성남시 수정구 수진동 18
532,늘봄편의점,2,경남 진주시 상평동 221-15번지
533,다산복권,2,경기 남양주시 퇴계원면 퇴계원리 56-13 1층 편의점 내 일부
534,다운이앤씨,2,인천 부평구 청천동 48-176번지 1층
535,단골집편의점,2,서울 강동구 천호동 417-7
536,달성로또복권판매소,2,충남 아산시 온천동 80-2번지
537,담배,2,서울 강북구 미아동 777-3번지
538,당첨로또복권,2,경기 안양시 동안구 호계동 859-12
539,대박,2,경기 안양시 동안구 관양동 1606번지
540,대박,2,경기 구리시 수택동 405-16번지
541,대박,2,충북 청주시 상당구 용담동 398번지
542,대박(토토),2,광주 북구 각화동 180-5번지
543,대박로또,2,서울 성동구 용답동 49-17
544,대박마트,2,대전 중구 대사동 69-59번지
545,대박복권,2,서울 강서구 등촌동 674-1번지
546,대박복권방,2,경기 부천시 오정구 고강동 390-4번지 고강빌딩1층
547,대박복권방,2,인천 서구 심곡동 239-1번지
548,대박복권방,2,서울 양천구 신정동 902-10번지 1층1호
549,대박유통,2,부산 중구 남포동5가 41-1번지 세븐일레븐편의점
550,대박찬스,2,서울 영등포구 도림동 144-175번지 1층복권방
551,대박찬스,2,경남 창원시 마산합포구 자산동 299-6번지
552,대박찬스,2,충북 청주시 흥덕구 가경동 1220번지
553,대산슈퍼,2,충남 천안시 동남구 북면 연춘리 120-5
554,대선세무경영사무소,2,경기 안산시 상록구 사동 1305 1층
555,대소원로또,2,충북 충주시 대소원면 대소리 53-3번지 휴게소내 컨테이너
556,대일슈퍼,2,대전 서구 월평동 626
557,대학도슈퍼,2,부산 사상구 주례제2동 60-87번지
558,대한민국마트,2,대전 유성구 전민동 458-9번지 다세대주택 1층
559,대한복권,2,경기 부천시 원미구 심곡동 158-13번지
560,대호상사,2,경기 성남시 분당구 야탑동 355-1 GS25
561,더존할인마트,2,광주 광산구 운남동 782-5번지 더존1빌딩1층
562,덕하복권명당,2,울산 울주군 청량읍 상남리 582-5
563,도깨비 복권 전문점,2,충북 증평군 증평읍 교동리 154-3
564,도깨비방(로또),2,서울 은평구 수색동 102-20번지
565,도깨비방망이,2,전남 완도군 완도읍 군내리 1248-21번지 도깨비방망이
566,돈벼락맞는곳,2,부산 서구 토성동3가 1-11번지
567,돈벼락복권방,2,대구 북구 동변동 686번지 1층
568,동서울로또,2,서울 광진구 구의동 546-1 동서울터미널 정문앞 로또가판점
569,동아슈퍼마켓,2,경기 안산시 단원구 원곡동 748-6번지
570,동일통신,2,부산 해운대구 반여제1동 1361-2번지
571,동작대로 정금마을앞 가판점,2,서울 서초구 방배동 782-1번지
572,돼지복권,2,충북 청주시 서원구 사직동 236-17청주대교 앞
573,드래곤복권,2,경기 용인시 기흥구 기흥동 734-4
574,드림로또,2,대전 중구 산성동 270-7번지
575,드림통신(구)굿타임24아산석정점,2,충남 아산시 염치읍 석정리 28-9번지
576,럭키마켓,2,서울 강동구 둔촌동 55번지 1층
577,럭키뱅크,2,대전 동구 용전동 42-13번지
578,로데오복권방,2,경기 고양시 일산동구 장항동 778번지 우림보보카운티108
579,로또,2,서울 강서구 가양동 1480-8번지102호
580,로또,2,경남 고성군 고성읍 동외리 287-21번지
581,로또 명당 가판점,2,서울 금천구 독산동 876-2 가판
582,로또24시편의점,2,경기 안산시 단원구 선부동 1142-2번지 1층101호
583,로또25시,2,울산 남구 야음장생포동 384-23번지
584,로또3공단,2,대구 북구 노원동3가 1038-3번지
585,로또경주고속점,2,경북 경주시 노서동 170-5번지
586,로또대박,2,부산 북구 화명제1동 1170-1 상가동 110호
587,로또또,2,경기 김포시 양촌읍 대포리 40-10 102호
588,로또로또,2,서울 영등포구 당산제2동 342
589,로또명당,2,인천 남구 주안동 1533-26번지
590,로또명당,2,충남 천안시 동남구 목천읍 삼성리 145-7번지 5호
591,로또명당구래점,2,경기 김포시 구래동 6883-16경서프라자 106호 CU김포구래점
592,로또명당목련,2,제주 제주시 연동 291-40
593,로또명당상동점,2,경기 부천시 원미구 상동 538-1번지 효성프라자108호
594,로또방,2,서울 성동구 하왕십리동 946-43번지 CU 내
595,로또복권,2,경북 군위군 군위읍 서부리 124-6번지
596,로또복권,2,서울 광진구 중곡동 244-1번지
597,로또복권,2,경기 안산시 단원구 선부동 1078-1
598,로또복권,2,대구 북구 구암동 765-2
599,로또복권,2,경기 평택시 합정동 918-8 1층 1호
600,로또복권,2,울산 울주군 서생면 진하리 298-18번지 굿모닝마트내
601,로또복권,2,대구 동구 입석동 1006-19번지
602,로또복권,2,서울 성동구 마장동 771-7번지
603,로또복권 수성유원지점,2,대구 수성구 상동 714 편의점_CU 수성유원지점
604,로또복권델리25옥동점,2,경북 안동시 옥동 734번지테마프라자A-161호
605,로또복권방,2,경기 평택시 993번지
606,로또복권방,2,인천 서구 신현동 283번지 1층102호
607,로또복권방,2,인천 부평구 부평동 738-21 지하 2층 223호
608,로또복권방,2,경기 파주시 금촌동 386-4 1층
609,로또복권방,2,대전 서구 갈마동 345-1번지
610,로또복권방,2,서울 강남구 논현동 169 103호
611,로또복권방,2,경기 의정부시 호원동 454-13번지
612,로또복권방,2,경기 고양시 덕양구 행신3동 9521층 105호
613,로또복권벽산블루밍,2,대전 서구 내동 2
614,로또복권삼주봉황,2,경북 경산시 진량읍 시문리 57번지
615,로또복권슈퍼(국제꽃화원),2,경기 의정부시 금오동 386-51번지
616,로또복권짱,2,경기 용인시 처인구 마평동 582-3번지
617,로또복권판매,2,경북 상주시 서성동 28-3번지
618,로또복권판매도통점,2,전북 남원시 도통동 584-1번지
619,로또복권판매소,2,서울 마포구 도화동 37번지 진도빌딩앞
620,로또복권판매소,2,인천 계양구 임학동 28-1 102호
621,로또세븐일레븐용상주공점,2,경북 안동시 용상동 16311층 세븐일레븐 편의점 내
622,로또스튜디오,2,충북 청주시 청원구 율량동 1410 1층
623,로또야놀자,2,경북 경주시 동천동 599-1번지
624,로또카페,2,경남 김해시 454-13 1층 커피전문점
625,로또통신,2,경기 안성시 인지동 352-10
626,로또통신,2,경남 김해시 내외동 1252-2번지 삼우빌딩104호 복권판매점
627,로또판매업,2,경남 양산시 삼성동 885-9 CU편의점 내
628,로또판매점,2,경기 고양시 일산동구 장항동 752 102-2
629,로또판매점,2,서울 노원구 상계동 111-475번지
630,로또판매점,2,충남 당진시 당진읍 읍내리227-3번지
